Plot Title: 2S1C,#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 10567956, SEN S/N: 10567956, LBL: 2S1C)",End Of File (LGR S/N: 10567956)
Plot Title: 2S1C,477,5/10/26 10:00,72.718,
Plot Title: 2S1C,478,5/10/26 10:15,75.484,
Plot Title: 2S1C,479,5/10/26 10:30,77.749,
Plot Title: 2S1C,480,5/10/26 10:45,80.029,
Plot Title: 2S1C,481,5/10/26 11:00,82.152,
Plot Title: 2S1C,482,5/10/26 11:15,84.115,
Plot Title: 2S1C,483,5/10/26 11:30,85.554,
Plot Title: 2S1C,484,5/10/26 11:45,86.823,
Plot Title: 2S1C,485,5/10/26 12:00,88.65,
Plot Title: 2S1C,486,5/10/26 12:15,89.938,
Plot Title: 2S1C,487,5/10/26 12:30,91.053,
Plot Title: 2S1C,488,5/10/26 12:45,91.987,
Plot Title: 2S1C,489,5/10/26 13:00,93.115,
Plot Title: 2S1C,490,5/10/26 13:15,93.493,
Plot Title: 2S1C,491,5/10/26 13:30,93.493,
Plot Title: 2S1C,492,5/10/26 13:45,93.115,
Plot Title: 2S1C,493,5/10/26 14:00,92.737,
Plot Title: 2S1C,494,5/10/26 14:15,91.8,
Plot Title: 2S1C,495,5/10/26 14:30,91.053,
Plot Title: 2S1C,496,5/10/26 14:45,89.755,
Plot Title: 2S1C,497,5/10/26 15:00,82.864,
Plot Title: 2S1C,498,5/10/26 15:15,75.832,
Plot Title: 2S1C,499,5/10/26 15:30,71.856,
Plot Title: 2S1C,500,5/10/26 15:45,68.934,
Plot Title: 2S1C,501,5/10/26 16:00,66.879,
Plot Title: 2S1C,502,5/10/26 16:15,65.338,
Plot Title: 2S1C,503,5/10/26 16:30,63.626,
Plot Title: 2S1C,504,5/10/26 16:45,62.083,
Plot Title: 2S1C,505,5/10/26 17:00,61.398,
Plot Title: 2S1C,506,5/10/26 17:15,60.712,
Plot Title: 2S1C,507,5/10/26 17:30,60.024,
Plot Title: 2S1C,508,5/10/26 17:45,59.164,
Plot Title: 2S1C,509,5/10/26 18:00,58.131,
Plot Title: 2S1C,510,5/10/26 18:15,57.441,
Plot Title: 2S1C,511,5/10/26 18:30,56.577,
Plot Title: 2S1C,512,5/10/26 18:45,55.711,
Plot Title: 2S1C,513,5/10/26 19:00,55.017,
Plot Title: 2S1C,514,5/10/26 19:15,54.322,
Plot Title: 2S1C,515,5/10/26 19:30,53.798,
Plot Title: 2S1C,516,5/10/26 19:45,53.274,
Plot Title: 2S1C,517,5/10/26 20:00,52.75,
Plot Title: 2S1C,518,5/10/26 20:15,52.401,
Plot Title: 2S1C,519,5/10/26 20:30,52.05,
Plot Title: 2S1C,520,5/10/26 20:45,51.523,
Plot Title: 2S1C,521,5/10/26 21:00,50.819,
Plot Title: 2S1C,522,5/10/26 21:15,50.29,
Plot Title: 2S1C,523,5/10/26 21:30,49.937,
Plot Title: 2S1C,524,5/10/26 21:45,49.404,
Plot Title: 2S1C,525,5/10/26 22:00,49.228,
Plot Title: 2S1C,526,5/10/26 22:15,49.05,
Plot Title: 2S1C,527,5/10/26 22:30,48.871,
Plot Title: 2S1C,528,5/10/26 22:45,48.695,
Plot Title: 2S1C,529,5/10/26 23:00,48.339,
Plot Title: 2S1C,530,5/10/26 23:15,48.339,
Plot Title: 2S1C,531,5/10/26 23:30,48.517,
Plot Title: 2S1C,532,5/10/26 23:45,48.695,
Plot Title: 2S1C,533,5/11/26 00:00,48.517,
Plot Title: 2S1C,534,5/11/26 00:15,48.339,
Plot Title: 2S1C,535,5/11/26 00:30,48.16,
Plot Title: 2S1C,536,5/11/26 00:45,48.16,
Plot Title: 2S1C,537,5/11/26 01:00,47.802,
Plot Title: 2S1C,538,5/11/26 01:15,47.624,
Plot Title: 2S1C,539,5/11/26 01:30,47.446,
Plot Title: 2S1C,540,5/11/26 01:45,47.266,
Plot Title: 2S1C,541,5/11/26 02:00,47.088,
Plot Title: 2S1C,542,5/11/26 02:15,46.908,
Plot Title: 2S1C,543,5/11/26 02:30,46.728,
Plot Title: 2S1C,544,5/11/26 02:45,46.728,
Plot Title: 2S1C,545,5/11/26 03:00,46.728,
Plot Title: 2S1C,546,5/11/26 03:15,46.548,
Plot Title: 2S1C,547,5/11/26 03:30,46.369,
Plot Title: 2S1C,548,5/11/26 03:45,46.188,
Plot Title: 2S1C,549,5/11/26 04:00,45.828,
Plot Title: 2S1C,550,5/11/26 04:15,45.648,
Plot Title: 2S1C,551,5/11/26 04:30,45.648,
Plot Title: 2S1C,552,5/11/26 04:45,45.828,
Plot Title: 2S1C,553,5/11/26 05:00,45.828,
Plot Title: 2S1C,554,5/11/26 05:15,45.828,
Plot Title: 2S1C,555,5/11/26 05:30,45.828,
Plot Title: 2S1C,556,5/11/26 05:45,45.648,
Plot Title: 2S1C,557,5/11/26 06:00,45.648,
Plot Title: 2S1C,558,5/11/26 06:15,45.466,
Plot Title: 2S1C,559,5/11/26 06:30,45.466,
Plot Title: 2S1C,560,5/11/26 06:45,45.828,
Plot Title: 2S1C,561,5/11/26 07:00,46.548,
Plot Title: 2S1C,562,5/11/26 07:15,46.908,
Plot Title: 2S1C,563,5/11/26 07:30,47.088,
Plot Title: 2S1C,564,5/11/26 07:45,48.16,
Plot Title: 2S1C,565,5/11/26 08:00,51.523,
Plot Title: 2S1C,566,5/11/26 08:15,56.577,
Plot Title: 2S1C,567,5/11/26 08:30,60.712,
Plot Title: 2S1C,568,5/11/26 08:45,63.111,
Plot Title: 2S1C,569,5/11/26 09:00,66.193,
Plot Title: 2S1C,570,5/11/26 09:15,69.107,
Plot Title: 2S1C,571,5/11/26 09:30,72.199,
Plot Title: 2S1C,572,5/11/26 09:45,75.139,
Plot Title: 2S1C,573,5/11/26 10:00,78.098,
Plot Title: 2S1C,574,5/11/26 10:15,81.09,
Plot Title: 2S1C,575,5/11/26 10:30,83.221,
Plot Title: 2S1C,576,5/11/26 10:45,85.374,
Plot Title: 2S1C,577,5/11/26 11:00,87.733,
Plot Title: 2S1C,578,5/11/26 11:15,89.569,
Plot Title: 2S1C,579,5/11/26 11:30,91.24,
Plot Title: 2S1C,580,5/11/26 11:45,92.926,
Plot Title: 2S1C,581,5/11/26 12:00,94.062,
Plot Title: 2S1C,582,5/11/26 12:15,95.207,
Plot Title: 2S1C,583,5/11/26 12:30,96.168,
Plot Title: 2S1C,584,5/11/26 12:45,97.525,
Plot Title: 2S1C,585,5/11/26 13:00,98.11,
Plot Title: 2S1C,586,5/11/26 13:15,98.307,
Plot Title: 2S1C,587,5/11/26 13:30,98.307,
Plot Title: 2S1C,588,5/11/26 13:45,98.307,
Plot Title: 2S1C,589,5/11/26 14:00,97.916,
Plot Title: 2S1C,590,5/11/26 14:15,97.331,
Plot Title: 2S1C,591,5/11/26 14:30,95.783,
Plot Title: 2S1C,592,5/11/26 14:45,94.444,
Plot Title: 2S1C,593,5/11/26 15:00,87.004,
Plot Title: 2S1C,594,5/11/26 15:15,79.678,
Plot Title: 2S1C,595,5/11/26 15:30,75.139,
Plot Title: 2S1C,596,5/11/26 15:45,72.545,
Plot Title: 2S1C,597,5/11/26 16:00,70.995,
Plot Title: 2S1C,598,5/11/26 16:15,69.793,
Plot Title: 2S1C,599,5/11/26 16:30,67.906,
Plot Title: 2S1C,600,5/11/26 16:45,66.193,
Plot Title: 2S1C,601,5/11/26 17:00,64.652,
Plot Title: 2S1C,602,5/11/26 17:15,63.455,
Plot Title: 2S1C,603,5/11/26 17:30,62.254,
Plot Title: 2S1C,604,5/11/26 17:45,61.227,
Plot Title: 2S1C,605,5/11/26 18:00,60.195,
Plot Title: 2S1C,606,5/11/26 18:15,59.337,
Plot Title: 2S1C,607,5/11/26 18:30,58.476,
Plot Title: 2S1C,608,5/11/26 18:45,57.785,
Plot Title: 2S1C,609,5/11/26 19:00,56.923,
Plot Title: 2S1C,610,5/11/26 19:15,56.057,
Plot Title: 2S1C,611,5/11/26 19:30,55.364,
Plot Title: 2S1C,612,5/11/26 19:45,54.669,
Plot Title: 2S1C,613,5/11/26 20:00,53.973,
Plot Title: 2S1C,614,5/11/26 20:15,53.1,
Plot Title: 2S1C,615,5/11/26 20:30,52.401,
Plot Title: 2S1C,616,5/11/26 20:45,51.699,
Plot Title: 2S1C,617,5/11/26 21:00,50.819,
Plot Title: 2S1C,618,5/11/26 21:15,50.113,
Plot Title: 2S1C,619,5/11/26 21:30,49.582,
Plot Title: 2S1C,620,5/11/26 21:45,49.05,
Plot Title: 2S1C,621,5/11/26 22:00,48.517,
Plot Title: 2S1C,622,5/11/26 22:15,48.16,
Plot Title: 2S1C,623,5/11/26 22:30,47.802,
Plot Title: 2S1C,624,5/11/26 22:45,47.446,
Plot Title: 2S1C,625,5/11/26 23:00,47.088,
Plot Title: 2S1C,626,5/11/26 23:15,46.728,
Plot Title: 2S1C,627,5/11/26 23:30,46.369,
Plot Title: 2S1C,628,5/11/26 23:45,46.008,
Plot Title: 2S1C,629,5/12/26 00:00,45.648,
Plot Title: 2S1C,630,5/12/26 00:15,45.286,
Plot Title: 2S1C,631,5/12/26 00:30,44.922,
Plot Title: 2S1C,632,5/12/26 00:45,44.742,
Plot Title: 2S1C,633,5/12/26 01:00,44.379,
Plot Title: 2S1C,634,5/12/26 01:15,44.013,
Plot Title: 2S1C,635,5/12/26 01:30,43.648,
Plot Title: 2S1C,636,5/12/26 01:45,43.466,
Plot Title: 2S1C,637,5/12/26 02:00,43.099,
Plot Title: 2S1C,638,5/12/26 02:15,42.915,
Plot Title: 2S1C,639,5/12/26 02:30,42.732,
Plot Title: 2S1C,640,5/12/26 02:45,42.363,
Plot Title: 2S1C,641,5/12/26 03:00,42.179,
Plot Title: 2S1C,642,5/12/26 03:15,41.994,
Plot Title: 2S1C,643,5/12/26 03:30,41.81,
Plot Title: 2S1C,644,5/12/26 03:45,41.625,
Plot Title: 2S1C,645,5/12/26 04:00,41.439,
Plot Title: 2S1C,646,5/12/26 04:15,41.254,
Plot Title: 2S1C,647,5/12/26 04:30,40.881,
Plot Title: 2S1C,648,5/12/26 04:45,40.696,
Plot Title: 2S1C,649,5/12/26 05:00,40.509,
Plot Title: 2S1C,650,5/12/26 05:15,40.321,
Plot Title: 2S1C,651,5/12/26 05:30,40.134,
Plot Title: 2S1C,652,5/12/26 05:45,39.947,
Plot Title: 2S1C,653,5/12/26 06:00,39.947,
Plot Title: 2S1C,654,5/12/26 06:15,39.947,
Plot Title: 2S1C,655,5/12/26 06:30,39.947,
Plot Title: 2S1C,656,5/12/26 06:45,40.134,
Plot Title: 2S1C,657,5/12/26 07:00,40.509,
Plot Title: 2S1C,658,5/12/26 07:15,41.067,
Plot Title: 2S1C,659,5/12/26 07:30,41.625,
Plot Title: 2S1C,660,5/12/26 07:45,42.732,
Plot Title: 2S1C,661,5/12/26 08:00,46.369,
Plot Title: 2S1C,662,5/12/26 08:15,52.925,
Plot Title: 2S1C,663,5/12/26 08:30,57.958,
Plot Title: 2S1C,664,5/12/26 08:45,62.083,
Plot Title: 2S1C,665,5/12/26 09:00,65.851,
Plot Title: 2S1C,666,5/12/26 09:15,69.278,
Plot Title: 2S1C,667,5/12/26 09:30,72.372,
Plot Title: 2S1C,668,5/12/26 09:45,75.484,
Plot Title: 2S1C,669,5/12/26 10:00,78.449,
Plot Title: 2S1C,670,5/12/26 10:15,81.266,
Plot Title: 2S1C,671,5/12/26 10:30,83.935,
Plot Title: 2S1C,672,5/12/26 10:45,86.459,
Plot Title: 2S1C,673,5/12/26 11:00,88.833,
Plot Title: 2S1C,674,5/12/26 11:15,91.053,
Plot Title: 2S1C,675,5/12/26 11:30,92.926,
Plot Title: 2S1C,676,5/12/26 11:45,94.633,
Plot Title: 2S1C,677,5/12/26 12:00,95.976,
Plot Title: 2S1C,678,5/12/26 12:15,96.748,
Plot Title: 2S1C,679,5/12/26 12:30,96.942,
Plot Title: 2S1C,680,5/12/26 12:45,97.525,
Plot Title: 2S1C,681,5/12/26 13:00,98.11,
Plot Title: 2S1C,682,5/12/26 13:15,97.916,
Plot Title: 2S1C,683,5/12/26 13:30,98.307,
Plot Title: 2S1C,684,5/12/26 13:45,97.916,
Plot Title: 2S1C,685,5/12/26 14:00,98.307,
Plot Title: 2S1C,686,5/12/26 14:15,97.137,
Plot Title: 2S1C,687,5/12/26 14:30,96.748,
Plot Title: 2S1C,688,5/12/26 14:45,95.59,
Plot Title: 2S1C,689,5/12/26 15:00,88.65,
Plot Title: 2S1C,690,5/12/26 15:15,81.442,
Plot Title: 2S1C,691,5/12/26 15:30,76.528,
Plot Title: 2S1C,692,5/12/26 15:45,72.891,
Plot Title: 2S1C,693,5/12/26 16:00,70.137,
Plot Title: 2S1C,694,5/12/26 16:15,68.248,
Plot Title: 2S1C,695,5/12/26 16:30,66.366,
Plot Title: 2S1C,696,5/12/26 16:45,64.996,
Plot Title: 2S1C,697,5/12/26 17:00,63.968,
Plot Title: 2S1C,698,5/12/26 17:15,62.94,
Plot Title: 2S1C,699,5/12/26 17:30,62.254,
Plot Title: 2S1C,700,5/12/26 17:45,61.398,
Plot Title: 2S1C,701,5/12/26 18:00,60.712,
Plot Title: 2S1C,702,5/12/26 18:15,59.851,
Plot Title: 2S1C,703,5/12/26 18:30,59.337,
Plot Title: 2S1C,704,5/12/26 18:45,58.82,
Plot Title: 2S1C,705,5/12/26 19:00,58.303,
Plot Title: 2S1C,706,5/12/26 19:15,57.785,
Plot Title: 2S1C,707,5/12/26 19:30,57.268,
Plot Title: 2S1C,708,5/12/26 19:45,56.923,
Plot Title: 2S1C,709,5/12/26 20:00,56.577,
Plot Title: 2S1C,710,5/12/26 20:15,55.711,
Plot Title: 2S1C,711,5/12/26 20:30,54.669,
Plot Title: 2S1C,712,5/12/26 20:45,53.798,
Plot Title: 2S1C,713,5/12/26 21:00,53.1,
Plot Title: 2S1C,714,5/12/26 21:15,52.75,
Plot Title: 2S1C,715,5/12/26 21:30,52.401,
Plot Title: 2S1C,716,5/12/26 21:45,52.05,
Plot Title: 2S1C,717,5/12/26 22:00,51.523,
Plot Title: 2S1C,718,5/12/26 22:15,50.995,
Plot Title: 2S1C,719,5/12/26 22:30,50.643,
Plot Title: 2S1C,720,5/12/26 22:45,50.29,
Plot Title: 2S1C,721,5/12/26 23:00,50.113,
Plot Title: 2S1C,722,5/12/26 23:15,49.937,
Plot Title: 2S1C,723,5/12/26 23:30,49.937,
Plot Title: 2S1C,724,5/12/26 23:45,49.937,
Plot Title: 2S1C,725,5/13/26 00:00,49.937,
Plot Title: 2S1C,726,5/13/26 00:15,49.759,
Plot Title: 2S1C,727,5/13/26 00:30,49.759,
Plot Title: 2S1C,728,5/13/26 00:45,49.582,
Plot Title: 2S1C,729,5/13/26 01:00,49.404,
Plot Title: 2S1C,730,5/13/26 01:15,49.228,
Plot Title: 2S1C,731,5/13/26 01:30,49.228,
Plot Title: 2S1C,732,5/13/26 01:45,49.05,
Plot Title: 2S1C,733,5/13/26 02:00,49.05,
Plot Title: 2S1C,734,5/13/26 02:15,49.05,
Plot Title: 2S1C,735,5/13/26 02:30,48.871,
Plot Title: 2S1C,736,5/13/26 02:45,48.871,
Plot Title: 2S1C,737,5/13/26 03:00,49.05,
Plot Title: 2S1C,738,5/13/26 03:15,49.404,
Plot Title: 2S1C,739,5/13/26 03:30,49.582,
Plot Title: 2S1C,740,5/13/26 03:45,49.404,
Plot Title: 2S1C,741,5/13/26 04:00,49.05,
Plot Title: 2S1C,742,5/13/26 04:15,48.871,
Plot Title: 2S1C,743,5/13/26 04:30,48.871,
Plot Title: 2S1C,744,5/13/26 04:45,48.695,
Plot Title: 2S1C,745,5/13/26 05:00,48.517,
Plot Title: 2S1C,746,5/13/26 05:15,48.517,
Plot Title: 2S1C,747,5/13/26 05:30,48.339,
Plot Title: 2S1C,748,5/13/26 05:45,48.16,
Plot Title: 2S1C,749,5/13/26 06:00,48.339,
Plot Title: 2S1C,750,5/13/26 06:15,48.16,
Plot Title: 2S1C,751,5/13/26 06:30,48.16,
Plot Title: 2S1C,752,5/13/26 06:45,47.982,
Plot Title: 2S1C,753,5/13/26 07:00,48.16,
Plot Title: 2S1C,754,5/13/26 07:15,48.517,
Plot Title: 2S1C,755,5/13/26 07:30,49.05,
Plot Title: 2S1C,756,5/13/26 07:45,50.113,
Plot Title: 2S1C,757,5/13/26 08:00,52.925,Logged
